date,country,country_name,area,region,values.Retail & recreation,values.Grocery & pharmacy,values.Parks,values.Transit stations,values.Workplace,values.Residential
2020-03-29,US,United States,Indiana,Tippecanoe County,-57%,-37%,+5%,-27%,-41%,+12%
2020-03-29,US,United States,Indiana,Tipton County,-46%,-22%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Indiana,Union County,-55%,n/a,n/a,n/a,-39%,n/a
2020-03-29,US,United States,Indiana,Vanderburgh County,-41%,-16%,-16%,-53%,-29%,+10%
2020-03-29,US,United States,Indiana,Vermillion County,-34%,+4%,n/a,-32%,-20%,n/a
2020-03-29,US,United States,Indiana,Vigo County,-47%,-24%,-12%,-9%,-36%,+9%
2020-03-29,US,United States,Indiana,Wabash County,-50%,-36%,n/a,n/a,-26%,+8%
2020-03-29,US,United States,Indiana,Warren County,n/a,n/a,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Indiana,Warrick County,-23%,-1%,n/a,n/a,-30%,+22%
2020-03-29,US,United States,Indiana,Washington County,-27%,-22%,n/a,n/a,-25%,+11%
2020-03-29,US,United States,Indiana,Wayne County,-48%,-30%,n/a,-18%,-32%,+12%
2020-03-29,US,United States,Indiana,Wells County,-35%,-12%,n/a,n/a,-29%,+11%
2020-03-29,US,United States,Indiana,White County,-38%,-12%,n/a,-22%,-39%,+6%
2020-03-29,US,United States,Indiana,Whitley County,-45%,-34%,n/a,n/a,-32%,+22%
2020-03-29,US,United States,Wisconsin,Adams County,-62%,-16%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Wisconsin,Ashland County,-54%,-44%,n/a,n/a,-37%,n/a
2020-03-29,US,United States,Wisconsin,Barron County,-47%,-38%,n/a,n/a,-31%,+17%
2020-03-29,US,United States,Wisconsin,Bayfield County,-69%,-33%,n/a,n/a,-37%,n/a
2020-03-29,US,United States,Wisconsin,Brown County,-56%,-31%,-26%,-77%,-31%,+13%
2020-03-29,US,United States,Wisconsin,Buffalo County,-74%,-12%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Wisconsin,Burnett County,-62%,-24%,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Wisconsin,Calumet County,-71%,-29%,+193%,n/a,-33%,+25%
2020-03-29,US,United States,Wisconsin,Chippewa County,-52%,-34%,n/a,n/a,-28%,+19%
2020-03-29,US,United States,Wisconsin,Clark County,-79%,-29%,n/a,n/a,-25%,+16%
2020-03-29,US,United States,Wisconsin,Columbia County,-54%,-29%,n/a,-37%,-31%,+21%
2020-03-29,US,United States,Wisconsin,Crawford County,-44%,-26%,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Wisconsin,Dane County,-68%,-38%,-25%,-67%,-43%,+15%
2020-03-29,US,United States,Wisconsin,Dodge County,-48%,-32%,-9%,n/a,-21%,+13%
2020-03-29,US,United States,Wisconsin,Door County,-54%,-28%,n/a,n/a,-33%,-2%
2020-03-29,US,United States,Wisconsin,Douglas County,-54%,-40%,n/a,n/a,-33%,+20%
2020-03-29,US,United States,Wisconsin,Dunn County,-49%,-35%,n/a,-14%,-32%,+19%
2020-03-29,US,United States,Wisconsin,Eau Claire County,-59%,-35%,-22%,-36%,-32%,+14%
2020-03-29,US,United States,Wisconsin,Florence County,-73%,n/a,n/a,n/a,n/a,n/a
2020-03-29,US,United States,Wisconsin,Fond du Lac County,-54%,-36%,-13%,-21%,-31%,+12%
2020-03-29,US,United States,Wisconsin,Forest County,-84%,n/a,n/a,n/a,-40%,n/a
2020-03-29,US,United States,Wisconsin,Grant County,-47%,-24%,n/a,n/a,-27%,+19%
2020-03-29,US,United States,Wisconsin,Green County,-53%,-22%,n/a,n/a,-31%,+22%
2020-03-29,US,United States,Wisconsin,Green Lake County,-36%,-22%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Wisconsin,Iowa County,-54%,-44%,n/a,n/a,-35%,+2%
2020-03-29,US,United States,Wisconsin,Iron County,-86%,n/a,n/a,n/a,-42%,n/a
2020-03-29,US,United States,Wisconsin,Jackson County,-50%,-19%,n/a,-12%,-38%,n/a
2020-03-29,US,United States,Wisconsin,Jefferson County,-52%,-28%,-11%,-62%,-30%,+14%
2020-03-29,US,United States,Wisconsin,Juneau County,-64%,-33%,n/a,-29%,-32%,+13%
2020-03-29,US,United States,Wisconsin,Kenosha County,-61%,-33%,-23%,-56%,-34%,+12%
2020-03-29,US,United States,Wisconsin,Kewaunee County,-57%,-17%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Wisconsin,La Crosse County,-56%,-28%,-4%,-38%,-35%,+13%
2020-03-29,US,United States,Wisconsin,Lafayette County,-85%,-7%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Wisconsin,Langlade County,-46%,-30%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Wisconsin,Lincoln County,-50%,-36%,n/a,n/a,-32%,+13%
2020-03-29,US,United States,Wisconsin,Manitowoc County,-51%,-19%,+11%,n/a,-21%,+15%
2020-03-29,US,United States,Wisconsin,Marathon County,-54%,-32%,-50%,n/a,-32%,+13%
2020-03-29,US,United States,Wisconsin,Marinette County,-49%,-25%,-15%,n/a,-25%,+15%
2020-03-29,US,United States,Wisconsin,Marquette County,-65%,-25%,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Wisconsin,Milwaukee County,-55%,-28%,-9%,-57%,-38%,+13%
2020-03-29,US,United States,Wisconsin,Monroe County,-46%,-33%,n/a,-17%,-26%,+19%
2020-03-29,US,United States,Wisconsin,Oconto County,-69%,-22%,-58%,n/a,-25%,+16%
2020-03-29,US,United States,Wisconsin,Oneida County,-54%,-47%,-50%,n/a,-32%,+17%
2020-03-29,US,United States,Wisconsin,Outagamie County,-61%,-35%,-41%,-62%,-33%,+13%
2020-03-29,US,United States,Wisconsin,Ozaukee County,-59%,-35%,+11%,n/a,-37%,+27%
2020-03-29,US,United States,Wisconsin,Pepin County,-64%,n/a,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Wisconsin,Pierce County,-73%,-21%,n/a,n/a,-35%,+23%
2020-03-29,US,United States,Wisconsin,Polk County,-43%,-26%,-33%,n/a,-33%,+21%
2020-03-29,US,United States,Wisconsin,Portage County,-52%,-34%,-18%,n/a,-38%,+22%
2020-03-29,US,United States,Wisconsin,Price County,-67%,-31%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Wisconsin,Racine County,-52%,-28%,-11%,-37%,-32%,+12%
2020-03-29,US,United States,Wisconsin,Richland County,-44%,n/a,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Wisconsin,Rock County,-52%,-30%,-15%,-36%,-34%,+11%
2020-03-29,US,United States,Wisconsin,Rusk County,-49%,-39%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Wisconsin,Sauk County,-66%,-29%,-30%,-50%,-48%,+22%
2020-03-29,US,United States,Wisconsin,Sawyer County,-45%,-37%,n/a,n/a,-43%,n/a
2020-03-29,US,United States,Wisconsin,Shawano County,-48%,-35%,n/a,n/a,-33%,+19%
2020-03-29,US,United States,Wisconsin,Sheboygan County,-47%,-28%,+4%,-23%,-26%,+11%
2020-03-29,US,United States,Wisconsin,St. Croix County,-53%,-35%,-21%,-39%,-34%,+24%
2020-03-29,US,United States,Wisconsin,Taylor County,-50%,-21%,n/a,n/a,-2%,n/a
2020-03-29,US,United States,Wisconsin,Trempealeau County,-59%,-28%,n/a,n/a,-26%,+15%
2020-03-29,US,United States,Wisconsin,Vernon County,-54%,-28%,n/a,n/a,-35%,+4%
2020-03-29,US,United States,Wisconsin,Vilas County,-83%,-28%,-46%,n/a,-51%,n/a
2020-03-29,US,United States,Wisconsin,Walworth County,-49%,-28%,-33%,n/a,-39%,+12%
2020-03-29,US,United States,Wisconsin,Washburn County,-37%,-59%,n/a,n/a,-39%,n/a
2020-03-29,US,United States,Wisconsin,Washington County,-49%,-29%,-22%,-31%,-36%,+13%
2020-03-29,US,United States,Wisconsin,Waukesha County,-58%,-35%,-23%,-44%,-40%,+14%
2020-03-29,US,United States,Wisconsin,Waupaca County,-50%,-26%,-25%,n/a,-24%,+19%
2020-03-29,US,United States,Wisconsin,Waushara County,-56%,-1%,n/a,n/a,-35%,+4%
2020-03-29,US,United States,Wisconsin,Winnebago County,-54%,-32%,-11%,-41%,-32%,+13%
2020-03-29,US,United States,Wisconsin,Wood County,-43%,-31%,n/a,n/a,-31%,+15%
2020-03-29,AR,Argentina,n/a,Buenos Aires,-90%,-48%,-91%,-82%,-69%,+31%
2020-03-29,AR,Argentina,n/a,Buenos Aires Province,-88%,-60%,-91%,-79%,-60%,+26%
2020-03-29,AR,Argentina,n/a,Catamarca Province,-71%,-46%,-78%,-81%,-35%,+29%
2020-03-29,AR,Argentina,n/a,Chaco Province,-79%,-63%,-83%,-92%,-48%,+24%
2020-03-29,AR,Argentina,n/a,Chubut Province,-92%,-91%,-94%,-93%,-62%,+28%
2020-03-29,AR,Argentina,n/a,Cordoba,-88%,-66%,-90%,-91%,-57%,+30%
2020-03-29,AR,Argentina,n/a,Corrientes,-80%,-63%,-88%,-89%,-47%,+25%
2020-03-29,AR,Argentina,n/a,Entre Rios,-87%,-65%,-93%,-90%,-54%,+29%
2020-03-29,AR,Argentina,n/a,Formosa Province,-76%,-53%,-82%,-71%,-37%,+21%
2020-03-29,AR,Argentina,n/a,Jujuy,-80%,-55%,-83%,-92%,-44%,+27%
2020-03-29,AR,Argentina,n/a,La Pampa,-88%,-72%,-88%,-87%,-56%,+28%
2020-03-29,AR,Argentina,n/a,La Rioja Province,-70%,-46%,-84%,-86%,-40%,+26%
2020-03-29,AR,Argentina,n/a,Mendoza Province,-81%,-56%,-84%,-72%,-49%,+29%
2020-03-29,AR,Argentina,n/a,Misiones Province,-83%,-66%,-85%,-92%,-51%,+27%
2020-03-29,AR,Argentina,n/a,Neuquen,-96%,-95%,-95%,-92%,-72%,+33%
2020-03-29,AR,Argentina,n/a,Río Negro,-90%,-72%,-92%,-96%,-55%,+29%
2020-03-29,AR,Argentina,n/a,Salta Province,-82%,-55%,-84%,-76%,-47%,+26%
2020-03-29,AR,Argentina,n/a,San Juan Province,-76%,-50%,-80%,-87%,-46%,+28%
2020-03-29,AR,Argentina,n/a,San Luis Province,-85%,-60%,-89%,-91%,-56%,+29%
2020-03-29,AR,Argentina,n/a,Santa Cruz Province,-83%,-62%,-88%,-91%,-56%,+24%
2020-03-29,AR,Argentina,n/a,Santa Fe Province,-87%,-63%,-89%,-77%,-57%,+29%
2020-03-29,AR,Argentina,n/a,Santiago del Estero Province,-75%,-49%,-75%,-90%,-46%,+25%
2020-03-29,AR,Argentina,n/a,Tierra del Fuego Province,-87%,-63%,-89%,-92%,-59%,+24%
2020-03-29,AR,Argentina,n/a,Tucumán,-81%,-53%,-78%,-90%,-51%,+28%
2020-03-29,US,United States,Kansas,Allen County,-19%,-2%,n/a,n/a,-14%,n/a
2020-03-29,US,United States,Kansas,Anderson County,-18%,n/a,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Kansas,Atchison County,-24%,n/a,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Kansas,Barton County,-12%,+3%,n/a,n/a,-15%,-1%
2020-03-29,US,United States,Kansas,Bourbon County,-38%,-21%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Kansas,Brown County,+8%,+0%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Kansas,Butler County,-19%,-11%,-46%,n/a,-25%,+15%
2020-03-29,US,United States,Kansas,Cherokee County,+5%,+16%,n/a,n/a,-23%,-4%
2020-03-29,US,United States,Kansas,Clay County,-16%,-22%,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Kansas,Cloud County,-27%,n/a,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Kansas,Coffey County,-67%,-24%,n/a,-29%,-35%,n/a
2020-03-29,US,United States,Kansas,Cowley County,-17%,+5%,n/a,n/a,-28%,+12%
2020-03-29,US,United States,Kansas,Crawford County,-42%,-29%,n/a,n/a,-22%,+15%
2020-03-29,US,United States,Kansas,Dickinson County,-29%,-4%,n/a,-9%,-24%,n/a
2020-03-29,US,United States,Kansas,Doniphan County,n/a,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Kansas,Douglas County,-50%,-20%,+88%,-26%,-38%,+11%
2020-03-29,US,United States,Kansas,Ellis County,-34%,-19%,n/a,-17%,-14%,-1%
2020-03-29,US,United States,Kansas,Ellsworth County,n/a,n/a,n/a,n/a,-16%,n/a
2020-03-29,US,United States,Kansas,Finney County,-24%,+2%,n/a,-24%,-15%,+12%
2020-03-29,US,United States,Kansas,Ford County,-21%,-1%,n/a,-8%,-16%,+11%
2020-03-29,US,United States,Kansas,Franklin County,-30%,-27%,n/a,-17%,-20%,+15%
2020-03-29,US,United States,Kansas,Geary County,-38%,-18%,n/a,n/a,-33%,+15%
2020-03-29,US,United States,Kansas,Grant County,-20%,n/a,n/a,n/a,-14%,n/a
2020-03-29,US,United States,Kansas,Greenwood County,n/a,n/a,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Kansas,Harper County,-61%,n/a,n/a,n/a,n/a,n/a
2020-03-29,US,United States,Kansas,Harvey County,-13%,-1%,n/a,-38%,-31%,+14%
2020-03-29,US,United States,Kansas,Jackson County,-24%,-33%,n/a,n/a,-35%,n/a
2020-03-29,US,United States,Kansas,Jefferson County,-62%,+13%,n/a,n/a,-31%,n/a
2020-03-29,US,United States,Kansas,Johnson County,-42%,-24%,+192%,-20%,-40%,+12%
2020-03-29,US,United States,Kansas,Kingman County,-51%,n/a,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Kansas,Labette County,-13%,+0%,n/a,n/a,-6%,n/a
2020-03-29,US,United States,Kansas,Leavenworth County,-30%,-19%,n/a,-43%,-32%,+17%
2020-03-29,US,United States,Kansas,Linn County,n/a,n/a,n/a,n/a,-17%,n/a
2020-03-29,US,United States,Kansas,Lyon County,-41%,-27%,n/a,-31%,-23%,+15%
2020-03-29,US,United States,Kansas,Marion County,-32%,n/a,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Kansas,Marshall County,-15%,n/a,n/a,n/a,-13%,n/a
2020-03-29,US,United States,Kansas,McPherson County,-32%,-9%,n/a,-16%,-26%,+13%
2020-03-29,US,United States,Kansas,Miami County,-19%,-16%,n/a,n/a,-28%,+16%
2020-03-29,US,United States,Kansas,Mitchell County,-73%,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Kansas,Montgomery County,-8%,+13%,n/a,n/a,+1%,+9%
2020-03-29,US,United States,Kansas,Morris County,n/a,n/a,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Kansas,Nemaha County,-40%,n/a,n/a,n/a,-15%,n/a
2020-03-29,US,United States,Kansas,Neosho County,-11%,+15%,n/a,-22%,-18%,n/a
2020-03-29,US,United States,Kansas,Osage County,-51%,-7%,n/a,n/a,-12%,n/a
2020-03-29,US,United States,Kansas,Ottawa County,n/a,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Kansas,Pawnee County,-22%,+2%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Kansas,Pottawatomie County,-37%,-26%,n/a,n/a,-31%,+2%
2020-03-29,US,United States,Kansas,Pratt County,-8%,-2%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Kansas,Reno County,-28%,-11%,n/a,-16%,-25%,+10%
2020-03-29,US,United States,Kansas,Rice County,-26%,+10%,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Kansas,Riley County,-58%,-34%,-50%,n/a,-38%,+20%
2020-03-29,US,United States,Kansas,Russell County,-66%,-2%,n/a,n/a,-17%,n/a
2020-03-29,US,United States,Kansas,Saline County,-27%,-16%,-7%,-11%,-21%,+11%
2020-03-29,US,United States,Kansas,Scott County,-53%,n/a,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Kansas,Sedgwick County,-38%,-16%,+76%,-37%,-34%,+9%
2020-03-29,US,United States,Kansas,Seward County,-24%,-1%,n/a,-11%,-14%,-1%
2020-03-29,US,United States,Kansas,Shawnee County,-37%,-16%,+55%,+13%,-30%,+10%
2020-03-29,US,United States,Kansas,Sherman County,-18%,n/a,n/a,n/a,n/a,n/a
2020-03-29,US,United States,Kansas,Stevens County,-62%,n/a,n/a,n/a,n/a,n/a
2020-03-29,US,United States,Kansas,Sumner County,-26%,+10%,n/a,n/a,-30%,+1%
2020-03-29,US,United States,Kansas,Thomas County,-31%,n/a,n/a,-2%,-25%,n/a
2020-03-29,US,United States,Kansas,Trego County,n/a,-14%,n/a,n/a,n/a,n/a
2020-03-29,US,United States,Kansas,Wabaunsee County,n/a,n/a,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Kansas,Washington County,n/a,n/a,n/a,n/a,-16%,n/a
2020-03-29,US,United States,Kansas,Wilson County,-18%,+2%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Kansas,Wyandotte County,-43%,-10%,+53%,-5%,-33%,+9%
2020-03-29,US,United States,Iowa,Adair County,-46%,-3%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Iowa,Allamakee County,-57%,-27%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Iowa,Appanoose County,-21%,+26%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Iowa,Audubon County,n/a,n/a,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Iowa,Benton County,-54%,-10%,n/a,n/a,-33%,+8%
2020-03-29,US,United States,Iowa,Black Hawk County,-46%,-23%,+11%,-14%,-30%,+10%
2020-03-29,US,United States,Iowa,Boone County,-32%,-21%,n/a,n/a,-22%,+14%
2020-03-29,US,United States,Iowa,Bremer County,-36%,-24%,n/a,n/a,-34%,-1%
2020-03-29,US,United States,Iowa,Buchanan County,-39%,-13%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Iowa,Buena Vista County,-28%,-6%,n/a,n/a,-13%,n/a
2020-03-29,US,United States,Iowa,Butler County,n/a,-15%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Iowa,Calhoun County,n/a,-12%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Iowa,Carroll County,-34%,-4%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Iowa,Cass County,-23%,-6%,n/a,n/a,-16%,n/a
2020-03-29,US,United States,Iowa,Cedar County,-44%,-23%,n/a,+14%,-18%,n/a
2020-03-29,US,United States,Iowa,Cerro Gordo County,-46%,-13%,n/a,-44%,-29%,+17%
2020-03-29,US,United States,Iowa,Cherokee County,-75%,n/a,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Iowa,Chickasaw County,-56%,-28%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Iowa,Clarke County,-30%,n/a,n/a,-29%,-17%,n/a
2020-03-29,US,United States,Iowa,Clay County,-27%,-18%,n/a,n/a,-17%,n/a
2020-03-29,US,United States,Iowa,Clayton County,-61%,-12%,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Iowa,Clinton County,-41%,+18%,n/a,n/a,-24%,+16%
2020-03-29,US,United States,Iowa,Crawford County,-34%,n/a,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Iowa,Dallas County,-60%,-40%,n/a,n/a,-34%,+25%
2020-03-29,US,United States,Iowa,Davis County,-64%,n/a,n/a,n/a,-21%,n/a
2020-03-29,US,United States,Iowa,Decatur County,n/a,n/a,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Iowa,Delaware County,-40%,-20%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Iowa,Des Moines County,-40%,-7%,n/a,-32%,-24%,+14%
2020-03-29,US,United States,Iowa,Dickinson County,-29%,-2%,-50%,n/a,-20%,n/a
2020-03-29,US,United States,Iowa,Dubuque County,-53%,-9%,-25%,-63%,-34%,+15%
2020-03-29,US,United States,Iowa,Emmet County,-42%,+11%,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Iowa,Fayette County,-36%,-11%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Iowa,Floyd County,-40%,-21%,n/a,-9%,-16%,n/a
2020-03-29,US,United States,Iowa,Franklin County,-47%,-16%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Iowa,Fremont County,-65%,-9%,n/a,-16%,-15%,n/a
2020-03-29,US,United States,Iowa,Greene County,-51%,+2%,n/a,n/a,-31%,n/a
2020-03-29,US,United States,Iowa,Grundy County,-70%,-33%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Iowa,Guthrie County,n/a,n/a,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Iowa,Hamilton County,-27%,-6%,n/a,-39%,-6%,n/a
2020-03-29,US,United States,Iowa,Hancock County,n/a,-22%,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Iowa,Hardin County,-52%,+15%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Iowa,Harrison County,-26%,+0%,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Iowa,Henry County,-28%,-17%,n/a,-17%,-30%,n/a
2020-03-29,US,United States,Iowa,Howard County,-69%,-5%,n/a,n/a,-21%,n/a
2020-03-29,US,United States,Iowa,Humboldt County,-45%,-7%,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Iowa,Ida County,-57%,n/a,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Iowa,Iowa County,-80%,-9%,n/a,n/a,-41%,n/a
2020-03-29,US,United States,Iowa,Jackson County,-37%,-10%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Iowa,Jasper County,-40%,+60%,n/a,+5%,-22%,+11%
2020-03-29,US,United States,Iowa,Jefferson County,-40%,n/a,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Iowa,Johnson County,-58%,-36%,-6%,-24%,-36%,+13%
2020-03-29,US,United States,Iowa,Jones County,-43%,+4%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Iowa,Keokuk County,-66%,n/a,n/a,n/a,-21%,n/a
2020-03-29,US,United States,Iowa,Kossuth County,-70%,+47%,n/a,n/a,-21%,n/a
2020-03-29,US,United States,Iowa,Lee County,-24%,-13%,n/a,n/a,-14%,+14%
2020-03-29,US,United States,Iowa,Linn County,-52%,-7%,+2%,-55%,-36%,+11%
2020-03-29,US,United States,Iowa,Louisa County,n/a,n/a,n/a,n/a,-18%,n/a
2020-03-29,US,United States,Iowa,Lucas County,-59%,+6%,n/a,n/a,-16%,n/a
2020-03-29,US,United States,Iowa,Lyon County,-66%,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Iowa,Madison County,-53%,+33%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Iowa,Mahaska County,-31%,n/a,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Iowa,Marion County,-17%,+26%,n/a,n/a,-19%,+13%
2020-03-29,US,United States,Iowa,Marshall County,-36%,-15%,n/a,n/a,-29%,+14%
2020-03-29,US,United States,Iowa,Mills County,-6%,n/a,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Iowa,Mitchell County,-73%,n/a,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Iowa,Monona County,-35%,n/a,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Iowa,Monroe County,-51%,n/a,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Iowa,Montgomery County,-56%,+2%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Iowa,Muscatine County,-42%,+33%,n/a,n/a,-28%,+16%
2020-03-29,US,United States,Iowa,O'Brien County,-22%,-6%,n/a,n/a,-4%,n/a
2020-03-29,US,United States,Iowa,Osceola County,n/a,n/a,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Iowa,Page County,-35%,n/a,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Iowa,Palo Alto County,-73%,-55%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Iowa,Plymouth County,-26%,+6%,n/a,n/a,-30%,+8%
2020-03-29,US,United States,Iowa,Pocahontas County,n/a,n/a,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Iowa,Polk County,-44%,-9%,+66%,-45%,-34%,+10%
2020-03-29,US,United States,Iowa,Pottawattamie County,-33%,+2%,+14%,-4%,-30%,+7%
2020-03-29,US,United States,Iowa,Poweshiek County,-36%,-15%,n/a,-18%,-28%,n/a
2020-03-29,US,United States,Iowa,Sac County,n/a,n/a,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Iowa,Scott County,-50%,-22%,-1%,-24%,-31%,+11%
2020-03-29,US,United States,Iowa,Shelby County,-17%,-5%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Iowa,Sioux County,-25%,+4%,n/a,n/a,-23%,+19%
2020-03-29,US,United States,Iowa,Story County,-50%,-29%,n/a,-38%,-43%,+22%
2020-03-29,US,United States,Iowa,Tama County,-44%,-18%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Iowa,Taylor County,n/a,n/a,n/a,n/a,-18%,n/a
2020-03-29,US,United States,Iowa,Union County,-14%,n/a,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Iowa,Van Buren County,n/a,-7%,n/a,n/a,-13%,n/a
2020-03-29,US,United States,Iowa,Wapello County,-33%,+8%,n/a,n/a,-18%,+10%
2020-03-29,US,United States,Iowa,Warren County,-28%,-13%,n/a,n/a,-32%,+15%
2020-03-29,US,United States,Iowa,Washington County,-41%,-19%,n/a,n/a,-30%,-3%
2020-03-29,US,United States,Iowa,Wayne County,n/a,n/a,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Iowa,Webster County,-33%,+22%,n/a,n/a,-24%,+15%
2020-03-29,US,United States,Iowa,Winnebago County,-53%,-18%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Iowa,Winneshiek County,-56%,-33%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Iowa,Woodbury County,-34%,-3%,n/a,-13%,-26%,+8%
2020-03-29,US,United States,Iowa,Worth County,n/a,-42%,n/a,n/a,-31%,n/a
2020-03-29,US,United States,Iowa,Wright County,-57%,-4%,n/a,n/a,-8%,n/a
2020-03-29,DE,Germany,n/a,Baden-Württemberg,-79%,-49%,-55%,-71%,-43%,+12%
2020-03-29,DE,Germany,n/a,Bavaria,-80%,-49%,-50%,-73%,-43%,+12%
2020-03-29,DE,Germany,n/a,Berlin,-83%,-55%,-63%,-70%,-44%,+12%
2020-03-29,DE,Germany,n/a,Brandenburg,-75%,-52%,-53%,-63%,-31%,+9%
2020-03-29,DE,Germany,n/a,Bremen,-79%,-54%,-22%,-74%,-40%,+10%
2020-03-29,DE,Germany,n/a,Hamburg,-80%,-50%,-34%,-72%,-42%,+12%
2020-03-29,DE,Germany,n/a,Hesse,-74%,-40%,-26%,-72%,-41%,+10%
2020-03-29,DE,Germany,n/a,Lower Saxony,-76%,-52%,-42%,-64%,-36%,+10%
2020-03-29,DE,Germany,n/a,Mecklenburg-Vorpommern,-74%,-48%,-50%,-64%,-32%,+8%
2020-03-29,DE,Germany,n/a,North Rhine-Westphalia,-77%,-51%,-50%,-70%,-38%,+11%
2020-03-29,DE,Germany,n/a,Rhineland-Palatinate,-74%,-40%,-38%,-71%,-39%,+10%
2020-03-29,DE,Germany,n/a,Saarland,-77%,-56%,-29%,-71%,-39%,+10%
2020-03-29,DE,Germany,n/a,Saxony,-78%,-51%,-50%,-66%,-34%,+10%
2020-03-29,DE,Germany,n/a,Saxony-Anhalt,-74%,-48%,-56%,-65%,-27%,+8%
2020-03-29,DE,Germany,n/a,Schleswig-Holstein,-70%,-53%,-27%,-58%,-36%,+10%
2020-03-29,DE,Germany,n/a,Thuringia,-75%,-44%,-50%,-63%,-32%,+8%
2020-03-29,SE,Sweden,n/a,Blekinge County,-6%,-5%,+26%,-23%,-18%,+9%
2020-03-29,SE,Sweden,n/a,Dalarna County,-34%,-15%,+1%,-30%,-17%,+5%
